d w z t
606 1740 0 2
606 1742 0 0
606 1744 0 0
606 1745 0 0
606 1743 0 0
606 1740 0 2
606 1741 0 0
606 1743 0 0
606 1745 0 0
606 1742 0 0
606 1745 0 0
606 1742 0 0
606 1743 0 0
606 1742 0 0
606 1744 0 0
606 1744 0 3
606 1742 0 2
606 1744 0 0
606 1743 0 0
606 1744 0 0
606 1743 0 0
606 1741 0 0
606 1745 0 0
606 1742 0 0
606 1745 0 0
606 1740 0 2
606 1743 0 0
606 1740 0 0
606 1740 0 0
606 1745 0 0
606 1742 0 0
606 1741 0 0
606 1745 0 0
606 1745 0 0
606 1742 0 0
606 1740 0 0
606 1740 0 0
606 1744 0 0
606 1742 0 0
606 1742 0 0
606 1743 0 0
606 1745 0 2
606 1744 0 0
606 1743 0 1
606 1742 0 0
606 1743 0 0
606 1744 0 0
606 1742 0 0
606 1743 0 0
606 1741 0 2
606 1744 0 2
606 1740 0 0
606 1740 0 2
606 1745 0 0
606 1741 0 0
606 1745 0 0
606 1743 0 0
606 1745 0 0
606 1744 0 0
606 1741 0 0
606 1741 0 0
606 1741 0 0
606 1745 0 0
606 1740 0 0
606 1744 0 0
606 1740 0 2
606 1740 0 0
606 1744 0 0
606 1740 0 0
606 1744 0 0
606 1741 0 0
606 1742 0 0
606 1745 0 0
606 1743 0 2
606 1744 0 0
606 1742 0 0
606 1743 0 2
606 1745 0 0
606 1743 0 0
606 1743 0 0
606 1745 0 0
606 1740 0 2
606 1743 0 0
606 1741 0 0
606 1743 0 0
606 1742 0 0
606 1742 0 0
606 1742 0 0
606 1740 0 0
606 1744 0 2
606 1744 0 0
606 1742 0 0
606 1743 0 0
606 1740 0 0
606 1742 0 0
606 1740 0 2
606 1745 0 0
606 1744 0 0
606 1744 0 0
606 1743 0 0
606 1741 0 0
606 1743 0 0
606 1744 0 0
606 1742 0 0
606 1740 0 0
606 1743 0 0
606 1743 0 3
606 1744 0 0
606 1740 0 0
606 1740 0 0
606 1741 0 2
606 1744 0 0
606 1741 0 3
606 1741 0 0
606 1740 0 0
606 1740 0 0
606 1740 0 0
606 1744 0 0
606 1742 0 0
606 1743 0 0
606 1744 0 0
606 1744 0 0
606 1741 0 0
606 1742 0 0
606 1741 0 0
606 1741 0 0
606 1741 0 0
606 1741 0 0
606 1742 0 0
606 1741 0 0
606 1742 0 0
606 1744 0 0
606 1742 0 2
606 1743 0 0
606 1744 0 0
606 1740 0 0
606 1745 0 0
606 1740 0 2
606 1740 0 0
606 1745 0 0
606 1741 0 0
606 1745 0 0
606 1744 0 0
606 1740 0 0
606 1740 0 0
606 1741 0 0
606 1743 0 2
606 1740 0 0
606 1742 0 0
606 1744 0 4
606 1742 0 0
606 1741 0 0
606 1740 0 0
606 1742 0 0
606 1742 0 0
606 1741 0 0
606 1743 0 0
606 1743 0 0
606 1745 0 0
606 1744 0 0
606 1743 0 0
606 1743 0 0
606 1744 0 0
606 1744 0 0
606 1740 0 0
606 1744 0 0
606 1740 0 0
606 1742 0 0
606 1745 0 0
606 1742 0 0
606 1740 0 0
606 1745 0 0
606 1741 0 0
606 1744 0 0
606 1744 0 2
606 1742 0 0
606 1743 0 0
606 1742 0 0
606 1744 0 0
606 1745 0 2
606 1742 0 0
606 1745 0 2
606 1739 0 0
606 1744 0 0
606 1740 0 0
606 1741 0 0
606 1744 0 0
606 1745 0 0
606 1743 0 0
606 1743 0 0
606 1745 0 3
606 1740 0 0
606 1744 0 1
606 1745 0 0
606 1741 0 2
606 1740 0 0
606 1741 0 0
606 1740 0 0
606 1741 0 0
606 1741 0 0
606 1745 0 0
606 1745 0 0
606 1745 0 0
606 1743 0 0
606 1744 0 0
606 1740 0 0
606 1742 0 0
606 1741 0 0
606 1742 0 0
606 1744 0 0
606 1743 0 0
606 1740 0 0
606 1742 0 0
606 1741 0 0
606 1745 0 0
606 1743 0 0
606 1745 0 0
606 1741 0 0
606 1741 0 0
606 1744 0 0
606 1740 0 0
606 1745 0 3
606 1742 0 0
606 1742 0 0
606 1744 0 0
606 1740 0 0
606 1742 0 2
606 1740 0 0
606 1743 0 0
606 1740 0 1
606 1745 0 0
606 1741 0 0
606 1742 0 0
606 1742 0 0
606 1742 0 0
606 1745 0 0
606 1743 0 0
606 1745 0 0
606 1741 0 0
606 1745 0 0
606 1743 0 0
606 1745 0 0
606 1741 0 2
606 1742 0 0
606 1740 0 2
606 1744 0 0
606 1744 0 0
606 1742 0 0
606 1742 0 0
606 1745 0 0
606 1744 0 0
606 1742 0 0
606 1741 0 0
606 1740 0 0
606 1742 0 0
606 1743 0 0
606 1740 0 0
606 1743 0 0
606 1743 0 0
606 1743 0 0
606 1740 0 0
606 1740 0 0
606 1741 0 0
606 1745 0 2
606 1741 0 0
606 1745 0 0
606 1743 0 0
606 1742 0 0
606 1744 0 0
606 1743 0 0
606 1745 0 2
606 1745 0 0
606 1741 0 0
606 1741 0 0
606 1745 0 0
606 1742 0 0
606 1743 0 0
606 1741 0 0
606 1745 0 0
606 1744 0 0
606 1745 0 0
606 1741 0 0
606 1740 0 0
606 1745 0 0
606 1745 0 0
606 1741 0 0
606 1745 0 0
606 1744 0 0
606 1741 0 0
606 1745 0 0
606 1740 0 0
606 1742 0 0
606 1743 0 0
606 1745 0 1
606 1743 0 0
606 1744 0 0
606 1742 0 2
606 1741 0 0
606 1742 0 0
606 1740 0 3
606 1743 0 0
606 1744 0 0
606 1743 0 0
606 1742 0 3
606 1743 0 0
606 1742 0 0
606 1744 0 0
606 1743 0 0
606 1740 0 0
606 1741 0 0
606 1741 0 0
606 1745 0 0
606 1740 0 0
606 1740 0 0
606 1741 0 1
606 1740 0 0
606 1745 0 0
606 1740 0 0
606 1743 0 0
606 1744 0 0
606 1743 0 0
606 1740 0 0
606 1740 0 0
606 1741 0 0
606 1742 0 0
606 1742 0 0
606 1740 0 0
606 1745 0 0
606 1741 0 0
606 1740 0 0
606 1744 0 0
606 1745 0 4
606 1744 0 2
606 1741 0 0
606 1742 0 0
606 1742 0 0
606 1740 0 0
606 1740 0 0
606 1744 0 0
606 1742 0 0
606 1743 0 0
606 1743 0 0
606 1741 0 0
606 1744 0 0
606 1742 0 0
606 1743 0 0
606 1741 0 0
606 1745 0 0
606 1743 0 0
606 1741 0 0
606 1745 0 0
606 1745 0 0
606 1740 0 0
606 1743 0 0
606 1743 0 0
606 1740 0 0
606 1741 0 0
606 1742 0 0
606 1744 0 0
606 1741 0 0
606 1745 0 0
606 1741 0 0
606 1742 0 0
606 1745 0 0
606 1740 0 0
606 1743 0 1
606 1744 0 0
606 1742 0 0
606 1743 0 0
606 1745 0 0
606 1741 0 0
606 1745 0 0
606 1744 0 0
606 1741 0 0
606 1742 0 1
606 1740 0 1
606 1740 0 0
606 1745 0 0
606 1740 0 0
606 1740 0 2
606 1742 0 1
606 1744 0 0
606 1742 0 0
606 1743 0 0
606 1744 0 0
606 1743 0 0
606 1741 0 0
606 1741 0 0
606 1741 0 0
606 1744 0 0
606 1742 0 0
606 1740 0 0
606 1740 0 0
606 1745 0 0
606 1743 0 2
606 1742 0 0
606 1743 0 4
606 1745 0 0
606 1744 0 0
606 1744 0 2
606 1744 0 0
606 1743 0 0
606 1740 0 0
814 1563 12 3
814 5348 12 2
814 6345 12 1
814 2619 12 0
814 1898 12 3
814 1563 12 2
814 4675 12 2
814 5477 9 4
814 6009 12 5
814 8214 12 0
814 2274 12 1
814 6184 12 1
814 6215 12 2
814 1473 12 0
814 6184 12 5
814 5696 12 2
814 6345 12 2
814 6345 12 2
814 6215 12 2
814 60 12 1
814 4762 12 2
814 2274 12 2
814 5696 12 1
814 1474 12 2
814 6748 12 1
814 2950 12 0
814 7492 12 0
814 8214 12 1
814 5348 12 0
814 1563 12 2
814 5348 12 1
814 5063 12 0
814 6173 12 2
814 3940 12 0
814 6182 12 5
814 2362 12 2
814 3650 12 3
814 4655 12 2
814 2620 12 2
814 5063 12 1
814 6182 12 2
814 2620 12 1
814 5781 12 1
814 6184 12 1
814 1474 12 1
814 2620 12 0
814 6184 12 0
814 6173 12 3
814 4655 12 0
814 6345 12 0
814 1787 12 3
814 8214 12 0
814 8214 12 0
814 3940 12 0
814 5781 12 0
814 60 12 0
814 5348 12 0
814 60 12 2
814 6182 12 0
814 6345 12 2
814 4112 12 1
814 8214 12 1
814 8214 12 1
814 5696 12 1
814 6184 12 2
814 2620 12 1
814 2274 12 0
814 4705 12 0
814 2620 12 5
814 2274 12 1
814 6345 12 2
814 2274 12 3
814 4223 12 0
814 2620 12 1
814 4676 12 2
814 6166 12 1
814 2620 12 2
814 3940 12 3
814 2619 12 3
814 6124 12 1
814 6166 12 1
814 2620 12 0
814 4675 12 1
814 5063 12 1
814 1474 12 2
814 6748 12 2
814 7654 12 2
814 6125 12 1
814 6011 12 2
814 6345 12 0
814 5063 12 0
814 1474 12 1
814 4676 12 2
814 5347 9 4
791 1748 1 0
791 1748 1 0
791 1748 1 0
929 1748 1 0
929 1748 1 3
929 5520 1 0
929 5520 1 3
929 1748 1 3
929 5520 1 0
929 5520 1 0
929 6571 1 3
929 5520 1 3
929 1748 1 3
929 4326 1 0
929 6571 1 0
929 5634 1 0
929 5921 1 0
929 1748 1 4
929 5634 1 2
929 1748 1 0
929 5844 1 0
929 8230 1 0
929 1748 1 1
929 2997 1 3
929 5520 1 0
929 1748 1 0
929 5520 1 3
929 6571 1 3
929 5520 1 0
929 8435 1 0
929 5520 1 3
929 1748 1 0
929 5520 1 3
929 5520 1 3
929 1748 1 3
929 5520 1 3
929 5520 1 3
929 1748 1 4
929 1748 1 0
929 1748 1 3
929 5520 1 2
929 1748 1 3
929 1748 1 3
929 1748 1 3
929 1748 1 3
929 1748 1 3
929 5520 1 3
929 4890 1 3
929 2454 1 0
929 1748 1 3
929 1748 1 3
929 1748 1 4
929 5520 1 3
929 4890 1 3
929 8402 1 3
929 2257 1 0
929 1748 1 0
929 1748 1 0
929 1748 1 3
929 3637 1 2
929 5520 1 0
929 1748 1 0
929 5520 1 3
929 5520 1 3
929 5520 1 2
929 4890 1 3
929 8386 1 0
929 1748 1 0
929 8386 1 0
929 1748 1 3
929 2257 1 3
929 3735 4 5
929 7106 4 5
929 5520 1 2
929 5520 1 0
929 1748 1 0
929 5520 1 3
929 1748 1 3
929 5520 1 0
929 5520 1 0
929 5634 1 0
929 1688 4 5
929 1748 1 0
929 1748 1 3
929 5016 1 0
929 1748 1 3
929 4310 9 6
929 1748 1 0
929 2236 4 5
929 5520 9 6
929 1748 1 0
929 1748 1 3
929 1748 1 3
929 5520 1 0
929 5520 1 3
929 5520 4 5
929 5641 1 0
929 5520 1 0
929 1748 1 3
929 2989 1 3
313 1065 2 1
313 110 2 0
313 1065 2 0
313 4811 2 0
313 1065 2 0
313 1285 2 0
313 1065 2 0
313 231 2 0
313 68 2 0
313 723 2 0
313 1065 2 0
313 60 2 0
313 723 2 0
313 231 2 1
313 508 2 0
313 661 2 1
313 1065 2 0
313 1065 2 1
313 1065 2 0
313 1065 2 1
313 723 2 0
313 507 2 0
313 957 2 0
313 508 2 1
313 1065 2 0
313 1065 2 0
313 110 2 0
313 1065 2 0
313 1065 2 0
313 1065 2 0
313 1254 2 1
313 1043 2 1
313 1065 2 0
313 1065 2 1
313 1065 2 0
313 1338 2 0
313 1065 2 0
313 1065 2 1
313 1065 2 1
313 1065 2 0
313 110 2 0
313 1294 2 0
313 1345 2 0
313 1065 2 0
313 278 2 0
313 1065 2 0
313 4811 2 0
313 1065 2 0
313 1294 2 0
313 1294 2 0
313 723 2 0
313 1065 2 0
313 565 2 0
313 110 2 0
313 1065 2 0
313 1294 2 0
313 1065 2 0
313 1065 2 0
313 231 2 0
313 114 2 0
313 1065 2 0
313 1294 2 0
313 1294 2 0
313 1065 2 1
313 1345 2 1
313 1345 2 0
313 735 2 0
313 508 2 1
313 1285 2 1
313 1065 2 0
313 1065 2 0
313 1065 2 0
313 1065 2 0
313 60 2 0
313 723 2 0
313 77 2 0
313 407 2 1
313 1065 2 0
313 723 2 1
313 110 2 0
313 231 2 0
313 1008 2 0
313 1065 2 0
313 259 2 0
313 4811 2 0
313 1254 2 1
313 1065 2 0
313 1065 2 1
313 372 2 0
313 1065 2 0
313 1065 2 0
313 1065 2 0
313 1294 2 1
313 615 2 1
313 1354 2 0
313 1294 2 0
940 1744 0 0
940 1744 0 0
940 1744 0 0
940 1740 0 0
940 1739 0 0
940 1741 0 0
940 1741 0 0
940 1745 0 0
940 1742 0 0
940 1745 0 0
940 1742 0 0
940 1741 0 0
940 1741 0 0
940 1744 0 0
940 1743 0 0
940 1743 0 0
940 1743 0 1
940 1741 0 0
940 1744 0 0
940 1743 0 1
940 1744 0 0
940 1744 0 0
940 1743 0 0
940 1741 0 0
940 1743 0 1
940 1743 0 0
940 1744 0 0
940 1741 0 0
940 1740 0 0
940 1744 0 0
940 1745 0 1
940 1744 0 0
940 1745 0 0
940 1743 0 0
940 1741 0 0
940 1745 0 0
940 1742 0 0
940 1745 0 0
940 1744 0 0
940 1742 0 0
940 1742 0 0
940 1740 0 0
940 1744 0 0
940 1745 0 0
940 1741 0 0
940 1745 0 0
940 1745 0 0
940 1740 0 0
940 1745 0 0
940 1743 0 0
940 1744 0 0
940 1744 0 0
940 1743 0 0
940 1743 0 2
940 1745 0 0
940 1745 0 0
940 1742 0 0
940 1742 0 0
940 1744 0 0
940 1741 0 0
940 1743 0 1
940 1744 0 0
940 1741 0 0
940 1744 0 3
940 1743 0 0
940 1741 0 0
940 1742 0 0
940 1740 0 0
940 1743 0 0
940 1742 0 0
940 1740 0 0
940 1743 0 0
940 1741 0 0
940 1742 0 0
940 1742 0 0
940 1742 0 0
940 1741 0 0
940 1742 0 1
940 1745 0 0
940 1741 0 0
940 1741 0 3
940 1740 0 0
940 1742 0 0
940 1743 0 0
940 1743 0 0
940 1744 0 0
940 1741 0 0
940 1742 0 1
940 1741 0 0
940 1743 0 0
940 1744 0 0
940 1743 0 0
940 1741 0 0
940 1743 0 0
940 1740 0 0
940 1745 0 0
940 1740 0 0
940 1742 0 0
940 1742 0 0
940 1744 0 0
940 1744 0 0
940 1744 0 0
940 1745 0 0
940 1741 0 0
940 1745 0 0
940 1742 0 0
940 1745 0 0
940 1744 0 0
940 1741 0 0
940 1740 0 0
940 1741 0 0
940 1744 0 0
940 1740 0 1
940 1743 0 0
940 1745 0 0
940 1744 0 0
940 1745 0 1
940 1740 0 0
940 1743 0 0
940 1745 0 0
940 1740 0 0
940 1744 0 0
940 1741 0 0
940 1743 0 0
940 1744 0 0
940 1742 0 0
940 1740 0 0
940 1741 0 0
940 1742 0 0
940 1744 0 0
940 1741 0 0
940 1744 0 0
940 1743 0 0
940 1742 0 0
940 1741 0 0
940 1740 0 0
940 1740 0 0
940 1741 0 0
940 1742 0 0
940 1745 0 0
940 1745 0 0
940 1741 0 0
940 1740 0 0
940 1742 0 1
940 1742 0 0
940 1744 0 0
940 1743 0 0
940 1743 0 0
940 1740 0 0
940 1743 0 0
940 1741 0 0
940 1744 0 0
940 1742 0 0
940 1745 0 0
940 1743 0 0
940 1742 0 0
940 1743 0 0
940 1745 0 0
940 1742 0 0
940 1744 0 0
940 1745 0 0
940 1740 0 0
940 1743 0 0
940 1741 0 0
940 1741 0 0
940 1742 0 0
940 1745 0 0
940 1740 0 0
940 1744 0 0
940 1741 0 0
940 1743 0 0
940 1740 0 0
940 1742 0 0
940 1740 0 0
940 1742 0 0
940 1743 0 0
940 1740 0 0
940 1742 0 0
940 1741 0 0
940 1745 0 0
940 1742 0 0
940 1740 0 0
940 1745 0 2
940 1742 0 0
940 1742 0 0
940 1741 0 0
940 1740 0 0
940 1744 0 0
940 1744 0 0
940 1740 0 0
940 1745 0 0
940 1743 0 1
940 1743 0 0
940 1744 0 0
940 1741 0 0
940 1744 0 0
940 1742 0 0
940 1740 0 0
940 1745 0 0
940 1741 0 0
940 1741 0 0
940 1740 0 0
940 1743 0 0
940 1745 0 0
940 1741 0 1
940 1742 0 0
940 1744 0 0
940 1740 0 1
940 1742 0 0
940 1745 0 0
940 1743 0 0
940 1745 0 0
940 1743 0 0
940 1740 0 0
940 1743 0 1
940 1742 0 0
940 1745 0 0
940 1741 0 0
940 1742 0 0
940 1745 0 0
940 1743 0 0
940 1744 0 0
940 1744 0 0
940 1740 0 0
940 1745 0 0
940 1745 0 0
940 1745 0 0
940 1743 0 0
940 1740 0 0
940 1741 0 0
940 1740 0 0
940 1741 0 0
940 1745 0 0
940 1740 0 0
940 1745 0 0
940 1741 0 0
940 1741 0 0
940 1743 0 2
940 1741 0 0
940 1743 0 0
940 1741 0 0
940 1743 0 0
940 1745 0 0
940 1744 0 0
940 1741 0 0
940 1743 0 0
940 1740 0 0
940 1745 0 0
940 1740 0 0
940 1742 0 0
940 1745 0 0
940 1740 0 0
940 1744 0 0
940 1744 0 0
940 1743 0 0
940 1743 0 0
940 1741 0 0
940 1741 0 0
940 1741 0 0
940 1742 0 0
940 1740 0 0
940 1743 0 0
940 1745 0 0
940 1740 0 0
940 1744 0 0
940 1744 0 0
940 1743 0 0
940 1740 0 0
940 1742 0 0
940 1743 0 0
940 1743 0 0
940 1745 0 1
940 1743 0 0
940 1740 0 0
940 1744 0 0
940 1743 0 0
940 1742 0 0
940 1743 0 0
940 1744 0 0
940 1745 0 0
940 1745 0 0
940 1742 0 1
940 1741 0 0
940 1744 0 0
940 1745 0 0
940 1741 0 0
940 1741 0 0
940 1741 0 1
940 1742 0 0
940 1745 0 0
940 1742 0 0
940 1742 0 0
940 1740 0 0
940 1743 0 0
940 1742 0 0
940 1744 0 0
940 1740 0 0
940 1744 0 0
940 1745 0 0
940 1740 0 0
940 1745 0 0
940 1740 0 0
940 1744 0 0
940 1740 0 0
940 1743 0 0
940 1745 0 0
940 1742 0 0
940 1742 0 0
940 1740 0 0
940 1741 0 0
940 1741 0 1
940 1743 0 0
940 1740 0 1
940 1740 0 0
940 1742 0 0
940 1745 0 0
940 1742 0 0
940 1743 0 0
940 1740 0 0
940 1744 0 0
940 1740 0 0
940 1741 0 0
940 1743 0 0
940 1744 0 0
940 1742 0 0
940 1744 0 0
940 1742 0 0
940 1743 0 0
940 1740 0 0
940 1741 0 0
940 1740 0 0
940 1744 0 0
940 1744 0 0
940 1744 0 0
940 1744 0 0
940 1743 0 0
940 1745 0 0
940 1745 0 0
940 1741 0 0
940 1742 0 0
940 1742 0 0
940 1744 0 0
940 1743 0 0
940 1744 0 0
940 1744 0 0
940 1742 0 0
940 1740 0 0
940 1740 0 0
940 1744 0 0
940 1740 0 0
940 1742 0 0
940 1740 0 0
940 1743 0 0
940 1740 0 1
940 1740 0 0
940 1745 0 0
940 1741 0 0
940 1742 0 0
940 1743 0 1
940 1744 0 0
940 1741 0 0
940 1744 0 0
940 1743 0 0
940 1745 0 0
940 1742 0 0
940 1743 0 0
940 1743 0 0
940 1744 0 0
940 1741 0 0
940 1745 0 0
940 1743 0 0
940 1743 0 0
940 1740 0 0
940 1741 0 0
940 1740 0 0
940 1741 0 1
940 1741 0 0
940 1745 0 0
940 1744 0 0
940 1745 0 0
940 1740 0 0
940 1741 0 0
940 1743 0 0
940 1744 0 0
940 1744 0 0
940 1741 0 0
940 1740 0 1
940 1740 0 0
940 1741 0 0
940 1742 0 0
940 1741 0 0
940 1742 0 0
940 1740 0 0
940 1743 0 0
940 1745 0 0
940 1742 0 0
940 1742 0 0
940 1744 0 0
940 1745 0 0
940 1743 0 0
940 1740 0 0
940 1743 0 0
940 1745 0 0
940 1745 0 0
940 1742 0 0
940 1743 0 0
940 1744 0 0
940 1742 0 0
940 1741 0 0
940 1742 0 0
940 1741 0 0
940 1743 0 0
940 1744 0 0
940 1741 0 1
940 1744 0 0
940 1745 0 0
940 1741 0 0
940 1745 0 3
940 1744 0 0
940 1745 0 0
940 1741 0 0
940 1740 0 0
940 1741 0 0
940 1744 0 0
940 1740 0 0
940 1740 0 0
940 1745 0 0
940 1742 0 0
940 1741 0 0
940 1744 0 0
940 1745 0 0
940 1740 0 0
940 1745 0 0
940 1744 0 0
940 1745 0 2
940 1740 0 0
940 1745 0 0
940 1742 0 1
940 1743 0 0
940 1741 0 0
940 1744 0 0
940 1742 0 0
940 1745 0 0
940 1740 0 0
940 1745 0 0
940 1744 0 1
940 1743 0 0
940 1740 0 0
940 1741 0 0
940 1741 0 0
940 1740 0 0
940 1742 0 1
940 1744 0 0
940 1744 0 0
940 1742 0 0
940 1745 0 0
940 1745 0 0
940 1745 0 0
940 1740 0 0
940 1740 0 0
940 1742 0 0
940 1743 0 0
940 1743 0 0
940 1744 0 0
940 1744 0 0
940 1744 0 0
940 1742 0 0
940 1745 0 0
940 1743 0 0
940 1744 0 0
940 1741 0 0
940 1743 0 0
940 1740 0 0
940 1741 0 0
940 1745 0 1
940 1743 0 0
940 1744 0 0
940 1741 0 0
940 1742 0 0
940 1740 0 0
940 1743 0 0
940 1742 0 0
940 1745 0 1
940 1741 0 0
940 1740 0 0
940 1745 0 0
940 1740 0 4
940 1742 0 0
940 1745 0 0
940 1741 0 0
940 1743 0 0
940 1740 0 0
940 1742 0 0
940 1742 0 0
940 1745 0 0
940 1742 0 0
940 1741 0 0
940 1744 0 0
940 1741 0 0
940 1745 0 0
940 1740 0 0
940 1741 0 0
940 1742 0 0
940 1743 0 0
940 1745 0 0
940 1743 0 0
940 1745 0 0
940 1744 0 1
940 1742 0 0
940 1743 0 1
940 1743 0 0
940 1742 0 0
940 1742 0 0
940 1743 0 0
940 1740 0 0
940 1745 0 0
940 1743 0 0
940 1741 0 0
940 1742 0 0
940 1740 0 0
940 1744 0 0
940 1740 0 0
940 1740 0 0
940 1741 0 0
940 1744 0 0
940 1744 0 0
940 1743 0 0
940 1743 0 0
940 1740 0 0
940 1740 0 0
940 1741 0 0
940 1741 0 0
940 1742 0 0
940 1743 0 0
940 1745 0 0
940 1742 0 0
940 1744 0 0
940 1740 0 0
940 1741 0 0
940 1741 0 0
940 1745 0 1
940 1740 0 0
940 1740 0 0
940 1745 0 0
940 1740 0 1
940 1743 0 0
940 1743 0 0
940 1742 0 0
940 1742 0 1
940 1741 0 0
940 1745 0 0
940 1741 0 0
940 1744 0 0
940 1745 0 0
940 1744 0 0
940 1741 0 0
940 1742 0 0
940 1740 0 0
940 1744 0 0
940 1740 0 0
940 1742 0 0
940 1744 0 0
940 1740 0 0
940 1741 0 0
940 1745 0 0
940 1740 0 0
940 1745 0 0
940 1742 0 0
940 1742 0 0
940 1742 0 0
940 1744 0 0
940 1743 0 0
940 1742 0 0
940 1740 0 0
940 1740 0 0
940 1741 0 0
940 1742 0 0
940 1744 0 0
940 1742 0 0
940 1745 0 0
940 1743 0 1
940 1743 0 0
940 1741 0 0
940 1745 0 0
940 1745 0 0
940 1743 0 0
940 1740 0 1
940 1744 0 0
940 1743 0 0
425 4724 2 0
425 4724 1 4
425 60 2 3
425 5421 2 3
425 60 2 2
425 3422 1 4
425 4724 2 0
425 4724 1 4
425 4724 2 3
425 7679 2 3
425 4724 1 4
425 4724 2 0
425 7927 1 4
425 4421 1 4
425 4724 1 1
425 4724 2 0
425 4724 1 4
425 4724 2 3
425 60 2 2
425 4724 1 4
425 2206 1 4
